"","family","n_motus","n_motus_total","prop"
"47","Eleotridae",16,1505,0.0106312292358804
"48","Elopidae",3,1505,0.00199335548172757
"49","Emmelichthyidae",1,1505,0.000664451827242525
"50","Engraulidae",19,1505,0.012624584717608
"51","Ephippidae",3,1505,0.00199335548172757
"52","Evermannellidae",1,1505,0.000664451827242525
"53","Exocoetidae",9,1505,0.00598006644518272
"54","Fistulariidae",2,1505,0.00132890365448505
"55","Fundulidae",1,1505,0.000664451827242525
"56","Gempylidae",5,1505,0.00332225913621262
"57","Gerreidae",5,1505,0.00332225913621262
"58","Ginglymostomatidae",4,1505,0.0026578073089701
"59","Gobiesocidae",4,1505,0.0026578073089701
"60","Gobiidae",148,1505,0.0983388704318937
"61","Haemulidae",11,1505,0.00730897009966777
"62","Hemigaleidae",1,1505,0.000664451827242525
"63","Hemiramphidae",4,1505,0.0026578073089701
"64","Hemiscylliidae",2,1505,0.00132890365448505
"65","Holocentridae",23,1505,0.0152823920265781
"66","Istiophoridae",2,1505,0.00132890365448505
"67","Kneriidae",1,1505,0.000664451827242525
"68","Kuhliidae",4,1505,0.0026578073089701
"69","Kyphosidae",4,1505,0.0026578073089701
"70","Labridae",133,1505,0.0883720930232558
"71","Leiognathidae",5,1505,0.00332225913621262
"72","Lethrinidae",24,1505,0.0159468438538206
"73","Loricariidae",2,1505,0.00132890365448505
"74","Lutjanidae",64,1505,0.0425249169435216
"75","Macrouridae",1,1505,0.000664451827242525
"76","Malacanthidae",4,1505,0.0026578073089701
"77","Megalopidae",2,1505,0.00132890365448505
"78","Melanotaeniidae",2,1505,0.00132890365448505
"79","Monacanthidae",14,1505,0.00930232558139535
"80","Monocentridae",1,1505,0.000664451827242525
"81","Monodactylidae",2,1505,0.00132890365448505
"82","Moringuidae",4,1505,0.0026578073089701
"83","Mugilidae",22,1505,0.0146179401993355
"84","Mullidae",24,1505,0.0159468438538206
"85","Muraenidae",67,1505,0.0445182724252492
"86","Myctophidae",66,1505,0.0438538205980066
"87","Myliobatidae",11,1505,0.00730897009966777
"88","Narcinidae",2,1505,0.00132890365448505
"89","Nemichthyidae",1,1505,0.000664451827242525
"90","Nemipteridae",4,1505,0.0026578073089701
"91","Nomeidae",3,1505,0.00199335548172757
"92","Notosudidae",1,1505,0.000664451827242525
"93","Ophichthidae",10,1505,0.00664451827242525
"94","Opistognathidae",1,1505,0.000664451827242525
"95","Orectolobidae",3,1505,0.00199335548172757
"96","Osphronemidae",5,1505,0.00332225913621262
"97","Ostraciidae",5,1505,0.00332225913621262
"98","Paralepididae",2,1505,0.00132890365448505
"99","Pempheridae",6,1505,0.00398671096345515
"100","Percidae",1,1505,0.000664451827242525
"101","Pinguipedidae",5,1505,0.00332225913621262
"102","Plesiopidae",2,1505,0.00132890365448505
"103","Plotosidae",1,1505,0.000664451827242525
"104","Poeciliidae",5,1505,0.00332225913621262
"105","Pomacanthidae",25,1505,0.0166112956810631
"106","Pomacentridae",108,1505,0.0717607973421927
"107","Potamotrygonidae",4,1505,0.0026578073089701
"108","Priacanthidae",4,1505,0.0026578073089701
"109","Pristigasteridae",4,1505,0.0026578073089701
"110","Pseudochromidae",2,1505,0.00132890365448505
"111","Rachycentridae",1,1505,0.000664451827242525
"112","Rhinidae",1,1505,0.000664451827242525
"113","Rhinobatidae",2,1505,0.00132890365448505
"114","Rhyacichthyidae",1,1505,0.000664451827242525
"115","Rhynchobatidae",1,1505,0.000664451827242525
"116","Salmonidae",1,1505,0.000664451827242525
"117","Scatophagidae",1,1505,0.000664451827242525
"118","Sciaenidae",7,1505,0.00465116279069767
"119","Scombridae",17,1505,0.0112956810631229
"120","Scorpaenidae",7,1505,0.00465116279069767
"121","Serranidae",52,1505,0.0345514950166113
"122","Siganidae",10,1505,0.00664451827242525
"123","Sillaginidae",1,1505,0.000664451827242525
"124","Siluridae",1,1505,0.000664451827242525
"125","Soleidae",1,1505,0.000664451827242525
"126","Sparidae",3,1505,0.00199335548172757
"127","Sphyraenidae",5,1505,0.00332225913621262
"128","Stegostomatidae",1,1505,0.000664451827242525
"129","Stomiidae",3,1505,0.00199335548172757
"130","Synanceiidae",1,1505,0.000664451827242525
"131","Synaphobranchidae",1,1505,0.000664451827242525
"132","Syngnathidae",1,1505,0.000664451827242525
"133","Synodontidae",11,1505,0.00730897009966777
"134","Terapontidae",2,1505,0.00132890365448505
"135","Tetraodontidae",19,1505,0.012624584717608
"136","Toxotidae",1,1505,0.000664451827242525
"137","Triacanthidae",1,1505,0.000664451827242525
"138","Triakidae",1,1505,0.000664451827242525
"139","Trichiuridae",3,1505,0.00199335548172757
"140","Trichomycteridae",2,1505,0.00132890365448505
"141","Tripterygiidae",3,1505,0.00199335548172757
"142","Uranoscopidae",2,1505,0.00132890365448505
"143","Urotrygonidae",4,1505,0.0026578073089701
"144","Zanclidae",1,1505,0.000664451827242525
"145","Zenionidae",1,1505,0.000664451827242525
