"","code_spygen","code_explo","rep","date","station","site","region","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","longitude_start_clean","latitude_start_clean","dist_to_coast (m)"
"201","SPY190616","MOI32",1,"17/04/2019","juan_mayotte_3000m_0m","juan_de_nova","West_Indian","France","megafauna","point","niskin","10:00",NA,NA,24,"0",NA,NA,"marine",NA,"-15.52306"," 42.53472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna","Observation: orphie at surface"," 42.53472","-15.52306",177749
"202","SPY180760","MOI33",1,"17/04/2019","juan_mayotte_3000m_3000m","juan_de_nova","West_Indian","France","megafauna","point","niskin","10:00",NA,NA,12,"3000",NA,NA,"marine",NA,"-15.52306"," 42.53472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna",NA," 42.53472","-15.52306",177749
"203","SPY190570","MOI34",1,"20/04/2019","glorieuse","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour",NA,NA,"30",30,"0",NA,NA,"marine","132","-11.58652","47.28334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-11.56522","47.29042","134","-11.56827","47.28640",0.2,"Marco Andrello","megafauna",NA,"47.28334","-11.58652",2240
"204","SPY190582","MOI34",2,"20/04/2019","glorieuse","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour",NA,NA,"30",30,"0",NA,NA,"marine","132","-11.58652","47.28334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-11.56522","47.29042","134","-11.56827","47.28640",0.2,"Marco Andrello","megafauna",NA,"47.28334","-11.58652",2240
"205","SPY190574","MOI35",1,"21/04/2019","glorieuse_distance_0m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","11:10","11:40","30",30,"0",NA,NA,"marine","136","-11.56444 ","47.29144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","-11.58450"," 47.28304","138","-11.57419","47.28065",0.2,"Marco Andrello","megafauna","tortue","47.29144","-11.56444 ",10
"206","SPY190554","MOI35",2,"21/04/2019","glorieuse_distance_0m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","11:10","11:40","30",30,"0",NA,NA,"marine","136","-11.56444 ","47.29144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","-11.58450"," 47.28304","138","-11.57419","47.28065",0.2,"Marco Andrello","megafauna","tortue","47.29144","-11.56444 ",10
"207","SPY190586","MOI36",1,"21/04/2019","glorieuse_distance_50m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","12:05","12:35","30",30,"0",NA,NA,"marine","139","-11.56593","47.28871",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","-11.58536","47.28249","141","-11.57340","47.28075",0.2,"Marco Andrello","megafauna",NA,"47.28871","-11.56593",10
"208","SPY190561","MOI36",2,"21/04/2019","glorieuse_distance_50m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","12:05","12:35","30",30,"0",NA,NA,"marine","139","-11.56593","47.28871",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","-11.58536","47.28249","141","-11.57340","47.28075",0.2,"Marco Andrello","megafauna",NA,"47.28871","-11.56593",10
"209","SPY190580","MOI37",1,"21/04/2019","glorieuse_distance_100m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","13:05","13:35","30",30,"0",NA,NA,"marine","142","-11.56503","47.28774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","-11.58580","47.28159","144","-11.57386","47.27933",0.2,"Marco Andrello","megafauna",NA,"47.28774","-11.56503",112
"210","SPY190575","MOI37",2,"21/04/2019","glorieuse_distance_100m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","13:05","13:35","30",30,"0",NA,NA,"marine","142","-11.56503","47.28774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","-11.58580","47.28159","144","-11.57386","47.27933",0.2,"Marco Andrello","megafauna",NA,"47.28774","-11.56503",112
"211","SPY190563","MOI38",1,"21/04/2019","glorieuse_distance_300m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","14:00","14:30","30",30,"0",NA,NA,"marine","145","-11.56269","47.28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"146","-11.58661","47.27867","147","-11.57662","47.27588",0.2,"Marco Andrello","megafauna","Le Marion Dufresne était entre le transect MOI37 et le MOI38.","47.28501","-11.56269",492
"212","SPY190553","MOI38",2,"21/04/2019","glorieuse_distance_300m","glorieuse","West_Indian","France","megafauna","transect","transect_aller_retour","14:00","14:30","30",30,"0",NA,NA,"marine","145","-11.56269","47.28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"146","-11.58661","47.27867","147","-11.57662","47.27588",0.2,"Marco Andrello","megafauna",NA,"47.28501","-11.56269",492
"213","SPY190552","MOI39",1,"22/04/2019","glorieuse_300m_0m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"0",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna","Observations de dauphins reportées par les équipes en zodiac","47.2857","-11.5581",567
"214","SPY190564","MOI40",1,"22/04/2019","glorieuse_300m_50m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"50",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"47.2857","-11.5581",567
"215","SPY190549","MOI41",1,"22/04/2019","glorieuse_300m_100m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"100",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"47.2857","-11.5581",567
"216","SPY190571","MOI42",1,"22/04/2019","glorieuse_300m_150m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"150",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"47.2857","-11.5581",567
"217","SPY190568","MOI43",1,"22/04/2019","glorieuse_300m_200m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"200",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"47.2857","-11.5581",567
"218","SPY190559","MOI44",1,"22/04/2019","glorieuse_300m_300m","glorieuse","West_Indian","France","megafauna","point","niskin","09:40",NA,NA,24,"300",NA,NA,"marine",NA,"-11.5581","47.2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"47.2857","-11.5581",567
"219","SPY190560","MOI45",1,"27/04/2019","tromelin_300m_0m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"0",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"220","SPY190577","MOI46",1,"27/04/2019","tromelin_300m_50m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"58",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"221","SPY190569","MOI47",1,"27/04/2019","tromelin_300m_100m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"108",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"222","SPY190587","MOI48",1,"27/04/2019","tromelin_300m_150m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"158",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"223","SPY190562","MOI49",1,"27/04/2019","tromelin_300m_200m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"208",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"224","SPY190583","MOI50",1,"27/04/2019","tromelin_300m_300m","tromelin","West_Indian","France","megafauna","point","niskin","16:00",NA,NA,24,"308",NA,NA,"marine",NA,"-15.89453623","54.51575373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.51575373","-15.89453623",325
"225","SPY190578","MOI51",1,"28/04/2019","tromelin_distance_0m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","09:25","09:55","30",30,"0",NA,NA,"marine","132","-15.89278","54.51736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-15.882756","54.509334","134","-15.88345","54.50957",0.2,"Marco Andrello","megafauna",NA,"54.51736","-15.89278",55
"226","SPY190588","MOI51",2,"28/04/2019","tromelin_distance_0m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","09:25","09:55","30",30,"0",NA,NA,"marine","132","-15.89278","54.51736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-15.882756","54.509334","134","-15.88345","54.50957",0.2,"Marco Andrello","megafauna","le capuchon blanc du filtre a sauté, on l'a remplacé par le capuchon d'un autre filtre","54.51736","-15.89278",55
"227","SPY190592","MOI52",1,"28/04/2019","tromelin_distance_50m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","10:15","10:45","30",30,"0",NA,NA,"marine","135","-15.89311","54.51689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","-15.88494","54.50617 ",0.2,"Marco Andrello","megafauna","rain","54.51689","-15.89311",120
"228","SPY190593","MOI52",2,"28/04/2019","tromelin_distance_50m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","10:15","10:45","30",30,"0",NA,NA,"marine","135","-15.89311","54.51689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","-15.88494","54.50617 ",0.2,"Marco Andrello","megafauna","rain","54.51689","-15.89311",120
"229","SPY190567","MOI53",1,"28/04/2019","tromelin_distance_100m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","11:00","11:30","30",30,"0",NA,NA,"marine","137","-15.89239","54.51390",NA,NA,NA,NA,NA,NA,NA,NA,NA,"138","-15.88375","54.50290","139","-15.89176"," 54.50872",0.2,"Marco Andrello","megafauna","rain","54.51390","-15.89239",307
"230","SPY190557","MOI53",2,"28/04/2019","tromelin_distance_100m","tromelin","West_Indian","France","megafauna","transect","transect_aller_retour","11:00","11:30","30",30,"0",NA,NA,"marine","137","-15.89239","54.51390",NA,NA,NA,NA,NA,NA,NA,NA,NA,"138","-15.88375","54.50290","139","-15.89176"," 54.50872",0.2,"Marco Andrello","megafauna","rain","54.51390","-15.89239",307
"231","SPY190576","MOI54",1,"28/04/2019","Seamount_nearTromelin_0m","tromelin","West_Indian","France","megafauna","point","niskin","17:00","17:45","30",30,"0",NA,NA,"marine",NA,"-15.93020533","54.50882665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna","Ces trois prélèvements (MOI54, MOI55 et MOI56) ont été faits dans une position qui corréspond à la base du seamount (environs 600m de profondeur), alors que son sommet atteint environ 25 m de profondeur. ","54.50882665","-15.93020533",4384
"232","SPY190572","MOI55",1,"28/04/2019","Seamount_nearTromelin_300m","tromelin","West_Indian","France","megafauna","point","niskin","17:00","17:45","30",30,"305",NA,NA,"marine",NA,"-15.93020533","54.50882665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.50882665","-15.93020533",4384
"233","SPY190581","MOI56",1,"28/04/2019","Seamount_nearTromelin_600m","tromelin","West_Indian","France","megafauna","point","niskin","17:00","17:45","30",30,"605",NA,NA,"marine",NA,"-15.93020533","54.50882665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Marco Andrello","megafauna",NA,"54.50882665","-15.93020533",4384
"234","SPY193064","X0442",1,"23/10/2019","atlantic_1","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:45:00","06:07:00","22",24,"143",15.475,NA,"marine",NA,"46.8961393","-4.7780248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-4.7780248","46.8961393",153429
"235","SPY193063","X0442",2,"23/10/2019","atlantic_1","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:45:00","06:07:00","22",24,"143",15.475,NA,"marine",NA,"46.8961393","-4.7780248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-4.7780248","46.8961393",153429
"236","SPY193061","X0448",1,"24/10/2019","atlantic_2","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:47:00","06:07:00","20",24,"165",16.3,NA,"marine",NA,"46.3147228","-4.2150256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-4.2150256","46.3147228",193774
"237","SPY193059","X0448",2,"24/10/2019","atlantic_2","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:47:00","06:07:00","20",24,"165",16.3,NA,"marine",NA,"46.3147228","-4.2150256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-4.2150256","46.3147228",193774
"238","SPY193068","X0450",1,"24/10/2019","atlantic_3","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","12:42:00","12:02:00","20",24,"151",16.862,NA,"marine",NA,"46.0509606","-3.8861062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.8861062","46.0509606",197247
"239","SPY193058","X0450",2,"24/10/2019","atlantic_3","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","12:42:00","12:02:00","20",24,"151",16.862,NA,"marine",NA,"46.0509606","-3.8861062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.8861062","46.0509606",197247
"240","SPY193062","X0454",1,"25/10/2019","atlantic_4","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:52:00","05:07:00","15",24,"124",16.831,NA,"marine",NA,"45.8907485","-3.2114348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.2114348","45.8907485",159567
"241","SPY193060","X0454",2,"25/10/2019","atlantic_4","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:52:00","05:07:00","15",24,"124",16.831,NA,"marine",NA,"45.8907485","-3.2114348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.2114348","45.8907485",159567
"242","SPY192812","X0457",1,"25/10/2019","atlantic_5","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","17:50:00","18:20:00","30",24,"500",17.632,NA,"marine",NA,"45.2438012","-3.2297848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.2297848","45.2438012",227723
"243","SPY192817","X0457",2,"25/10/2019","atlantic_5","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","17:50:00","18:20:00","30",24,"500",17.632,NA,"marine",NA,"45.2438012","-3.2297848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-3.2297848","45.2438012",227723
"244","SPY192831","X0465",1,"26/10/2019","atlantic_6","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:54:00","05:14:00","20",24,"109",18.718,NA,"marine",NA,"44.8782105","-1.8595568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.8595568","44.8782105",70586
"245","SPY192811","X0465",2,"26/10/2019","atlantic_6","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:54:00","05:14:00","20",24,"109",18.718,NA,"marine",NA,"44.8782105","-1.8595568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.8595568","44.8782105",70586
"246","SPY192836","X0471",1,"28/10/2019","atlantic_7","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:40:00","05:00:00","20",24,"126",18.019,NA,"marine",NA,"44.2505771","-1.8937318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.8937318","44.2505771",66216
"247","SPY192818","X0471",2,"28/10/2019","atlantic_7","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:40:00","05:00:00","20",24,"126",18.019,NA,"marine",NA,"44.2505771","-1.8937318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.8937318","44.2505771",66216
"248","SPY192841","X0477",1,"29/10/2019","atlantic_8","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:36:00","04:56:00","20",24,"139",18.6,NA,"marine",NA,"43.8334093","-1.9882645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9882645","43.8334093",63811
"249","SPY192835","X0477",2,"29/10/2019","atlantic_8","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:36:00","04:56:00","20",24,"139",18.6,NA,"marine",NA,"43.8334093","-1.9882645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9882645","43.8334093",63811
"250","SPY192819","X0481",1,"29/10/2019","atlantic_9","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","18:30:00","18:40:00","10",24,"29",18.63,NA,"marine",NA,"44.0949793","-1.3818145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.3818145","44.0949793",6031
"251","SPY192847","X0481",2,"29/10/2019","atlantic_9","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","18:30:00","18:40:00","10",24,"29",18.63,NA,"marine",NA,"44.0949793","-1.3818145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.3818145","44.0949793",6031
"252","SPY192853","X0482",1,"30/10/2019","atlantic_10","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:02:00","05:12:00","10",24,"29",18.21,NA,"marine",NA,"44.5427539","-1.3295563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.3295563","44.5427539",7879
"253","SPY192810","X0482",2,"30/10/2019","atlantic_10","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:02:00","05:12:00","10",24,"29",18.21,NA,"marine",NA,"44.5427539","-1.3295563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.3295563","44.5427539",7879
"254","SPY192832","X0487",1,"31/10/2019","atlantic_11","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:52:00","05:02:00","10",24,"32",18.15,NA,"marine",NA,"45.5494714","-1.4159793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.4159793","45.5494714",26919
"255","SPY192827","X0487",2,"31/10/2019","atlantic_11","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","04:52:00","05:02:00","10",24,"32",18.15,NA,"marine",NA,"45.5494714","-1.4159793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.4159793","45.5494714",26919
"256","SPY192824","X0491",1,"31/10/2019","atlantic_12","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","18:36:00","18:46:00","10",24,"66",18.79,NA,"marine",NA,"45.7357645","-1.9193916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9193916","45.7357645",68586
"257","SPY192823","X0491",2,"31/10/2019","atlantic_12","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","18:36:00","18:46:00","10",24,"66",18.79,NA,"marine",NA,"45.7357645","-1.9193916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9193916","45.7357645",68586
"258","SPY192839","X0492",1,"01/11/2019","atlantic_13","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:21:00","05:41:00","20",24,"96",17.305,NA,"marine",NA,"45.8661842","-2.395217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-2.395217","45.8661842",109761
"259","SPY192830","X0492",2,"01/11/2019","atlantic_13","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:21:00","05:41:00","20",24,"96",17.305,NA,"marine",NA,"45.8661842","-2.395217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-2.395217","45.8661842",109761
"260","SPY192849","X0495",1,"01/11/2019","atlantic_14","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","16:00:00","16:10:00","10",24,"60",17.72,NA,"marine",NA,"46.6230167","-2.5939192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-2.5939192","46.6230167",26369
"261","SPY192852","X0495",2,"01/11/2019","atlantic_14","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","16:00:00","16:10:00","10",20.5,"60",17.72,NA,"marine",NA,"46.6230167","-2.5939192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-2.5939192","46.6230167",26369
"262","SPY192825","X0496",1,"02/11/2019","atlantic_15","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:05:00","05:15:00","10",24,"20",16.64,NA,"marine",NA,"46.5962065","-1.9759778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9759778","46.5962065",11021
"263","SPY192826","X0496",2,"02/11/2019","atlantic_15","bay_of_biscay","West_Atlantic","France","reefish","point","niskin","05:05:00","05:15:00","10",24,"20",16.64,NA,"marine",NA,"46.5962065","-1.9759778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Camille Albouy",NA,NA,"-1.9759778","46.5962065",11021
"264","SPY180617","ME1.1",1,"13/03/2018","menorca_1","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","12:35","13:08","00:33",30,"0",13,2,"marine","548","40.022395000000003","3.790081000000000",NA,"40.027341000000000","3.788444000000000",NA,"40.031863999999999","3.805155000000000",NA,"40.028041000000002","3.807114000000000",NA,NA,NA,"552","40.020749000000002","3.786066000000000",0.2,"Emilie Boulanger","CEFE",NA,"3.790081000000000","40.022395000000003",315
"265","SPY180606","ME1.2",2,"13/03/2018","menorca_1","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","13:31","14:04","00:33",30,"0",13,2,"marine","553","40.022517999999998","3.790020000000000",NA,"40.027509999999999","3.788131000000000",NA,"40.031731999999998","3.805104000000000",NA,"40.027746999999998","3.807303000000000",NA,NA,NA,"557","40.020781999999997","3.786381000000000",0.2,"Emilie Boulanger","CEFE",NA,"3.790020000000000","40.022517999999998",331
"266","SPY180607","ME2.1",1,"13/03/2018","menorca_2","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","16:13","16:52","00:39",30,"0",13,4,"marine","558","39.918649000000002","3.830327000000000",NA,"39.913862999999999","3.852021000000000",NA,"39.909610000000001","3.853860000000000",NA,"39.915227999999999","3.832607000000000",NA,NA,NA,"563","39.919701000000003","3.829884000000000",0.2,"Emilie Boulanger","CEFE",NA,"3.830327000000000","39.918649000000002",737
"267","SPY180616","ME2.2",2,"13/03/2018","menorca_2","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","17:13","17:54","00:41",30,"0",13,4,"marine","564","39.918309000000001","3.830632000000000",NA,"39.913874999999997","3.852205000000000",NA,"39.909905000000002","3.853816000000000",NA,"39.914917000000003","3.832261000000000",NA,NA,NA,"568","39.919328000000000","3.830692000000000",0.2,"Emilie Boulanger","CEFE",NA,"3.830632000000000","39.918309000000001",789
"268","SPY180627","ME3.1",1,"14/03/2018","menorca_3","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","11:05","11:42","00:37",30,"0",13,1,"marine","569","40.086844999999997","4.070965000000000",NA,"40.080773000000001","4.049335000000000",NA,"40.076324000000000","4.051532000000000",NA,"40.084254999999999","4.072196000000000",NA,NA,NA,"573","40.084254999999999","4.072196000000000",0.2,"Emilie Boulanger","CEFE",NA,"4.070965000000000","40.086844999999997",779
"269","SPY180611","ME3.2",2,"14/03/2018","menorca_3","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","11:54","12:30","00:36",30,"0",13,1,"marine","574","40.088462000000000","4.070868000000000",NA,"40.080787999999998","4.049404000000000",NA,"40.076563999999998","4.051436000000000",NA,"40.084283999999997","4.072006000000000",NA,NA,NA,"578","40.084283999999997","4.072006000000000",0.2,"Emilie Boulanger","CEFE",NA,"4.070868000000000","40.088462000000000",611
"270","SPY180613","ME4.1",1,"14/03/2018","menorca_4","menorca","Mediterranean","Spain","megafauna","transect","transect_rectangle","13:49","14:25","00:36",30,"0",13,1,"marine","579","40.071449999999999","4.096724000000000",NA,"40.062952000000003","4.116932000000000",NA,"40.066493000000001","4.121009000000000",NA,"40.079625999999998","40.066735000000001",NA,NA,NA,"583","40.075972999999998","4.101476000000000",0.2,"Emilie Boulanger","CEFE",NA,"4.096724000000000","40.071449999999999",99
